data_key	location_type	location_label	country_code	country	province	administrative	location_lat	location_long	date	day_index_1	day_index_10	day_index_100	day_index_1k	day_index_10k	absolute_confirmed	absolute_deaths	absolute_recovered	absolute_infected	absolute_pop100k_confirmed	absolute_pop100k_deaths	absolute_pop100k_recovered	absolute_pop100k_infected	relative_confirmed	relative_deaths	relative_recovered	relative_infected	delta_confirmed	delta_deaths	delta_recovered	delta_infected	deltapct_confirmed	deltapct_deaths	deltapct_recovered	deltapct_infected	factbook_area	factbook_population	factbook_death_rate	factbook_median_age	location_key	location_key_original
42bdfd5c6ef7	administrative	United States / Missouri / Perry	US	United States	Missouri	Perry	38	-97	2020-03-26	4					4			4								100	2			2	100			100					7b1266947e7b	cdb9f6cf9f47
813404fcf5fe	administrative	United States / Missouri / Platte	US	United States	Missouri	Platte	38	-97	2020-03-25	1					2			2								100													036404ecd290	2cd2f94dbb71
881ce1c3988d	administrative	United States / Missouri / Platte	US	United States	Missouri	Platte	38	-97	2020-03-26	2					5			5								100	3			3	150			150					036404ecd290	2cd2f94dbb71
fca38f60ac06	administrative	United States / Missouri / Pulaski	US	United States	Missouri	Pulaski	38	-97	2020-03-20	1					1			1								100													e5681c006e0e	9db2ac316d54
57b1fecb9283	administrative	United States / Missouri / Pulaski	US	United States	Missouri	Pulaski	38	-97	2020-03-24	5					4			4								100	3			3	300			300					e5681c006e0e	9db2ac316d54
182c0ef8b88c	administrative	United States / Missouri / Ralls	US	United States	Missouri	Ralls	38	-97	2020-03-25	1					1			1								100													40f77a2579e7	490c07c41d24
ccab5300a84d	administrative	United States / Missouri / Randolph	US	United States	Missouri	Randolph	38	-97	2020-03-25	1					1			1								100													09158dc99230	8822f2b97524
01bf95e4a692	administrative	United States / Missouri / Saint Charles	US	United States	Missouri	Saint Charles	38	-97	2020-03-18	1					1			1								100													84a0899a6a90	2660cc36fb7a
5caa2867e71c	administrative	United States / Missouri / Saint Charles	US	United States	Missouri	Saint Charles	38	-97	2020-03-20	3					3			3								100	2			2	200			200					84a0899a6a90	2660cc36fb7a
cb1a4de13ab0	administrative	United States / Missouri / Saint Charles	US	United States	Missouri	Saint Charles	38	-97	2020-03-23	6					4			4								100	1			1	33.333333333333336			33.333333333333336					84a0899a6a90	2660cc36fb7a
41da60f5afb0	administrative	United States / Missouri / Saint Charles	US	United States	Missouri	Saint Charles	38	-97	2020-03-25	8	1				18	1		17						5.555555555555555		94.44444444444444	14	1		13	350			325					84a0899a6a90	2660cc36fb7a
1c616530c8f1	administrative	United States / Missouri / Saint Charles	US	United States	Missouri	Saint Charles	38	-97	2020-03-26	9	2				22	1		21						4.545454545454546		95.45454545454545	4			4	22.22222222222222			23.529411764705884					84a0899a6a90	2660cc36fb7a
77cb32d39095	administrative	United States / Missouri / Saint Francois	US	United States	Missouri	Saint Francois	38	-97	2020-03-23	1					1			1								100													20e1ea5be67e	f6223453d0d2
7b84094e150d	administrative	United States / Missouri / Saint Francois	US	United States	Missouri	Saint Francois	38	-97	2020-03-25	3					2			2								100	1			1	100			100					20e1ea5be67e	f6223453d0d2
cf3628dedda1	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-07	1					1			1								100													0099a8a7aeea	333ffcb2dea4
9ebce3bc5327	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-13	7					2			2								100	1			1	100			100					0099a8a7aeea	333ffcb2dea4
b26a54ed6a7d	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-16	10					4			4								100	2			2	100			100					0099a8a7aeea	333ffcb2dea4
826865cdcdf0	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-17	11					5			5								100	1			1	25			25					0099a8a7aeea	333ffcb2dea4
4594ee8370df	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-18	12					7			7								100	2			2	40			40					0099a8a7aeea	**aefb2a2a0f
a83a822f4ee3	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-19	13	1				15			15								100	8			8	114.28571428571429			114.28571428571429					0099a8a7aeea	**aefb2a2a0f
e95d25b51157	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-20	14	2				19	1		18						5.263157894736842		94.73684210526315	4	1		3	26.666666666666668			20					0099a8a7aeea	**aefb2a2a0f
398476dc4019	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-21	15	3				32	1		31						3.125		96.875	13			13	68.42105263157895			72.22222222222223					0099a8a7aeea	**aefb2a2a0f
0b81ee5a0a1f	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-22	16	4				69	1		68						1.4492753623188406		98.55072463768117	37			37	115.625			119.35483870967742					0099a8a7aeea	**aefb2a2a0f
47b6f72678fa	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-23	17	5				83	2		81						2.4096385542168677		97.59036144578313	14	1		13	20.28985507246377	100		19.11764705882353					0099a8a7aeea	**aefb2a2a0f
f09f6dfc5e53	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-25	19	7	1			182	2		180						1.098901098901099		98.9010989010989	99			99	119.27710843373494			122.22222222222223					0099a8a7aeea	**aefb2a2a0f
5c1fa8ffbd8b	administrative	United States / Missouri / Saint Louis	US	United States	Missouri	Saint Louis	38	-97	2020-03-26	20	8	2			242	2		240						0.8264462809917356		99.17355371900827	60			60	32.967032967032964			33.333333333333336					0099a8a7aeea	**aefb2a2a0f
1454f2d43046	administrative	United States / Missouri / Scott	US	United States	Missouri	Scott	38	-97	2020-03-20	1					1			1								100													739a9aa85571	e3b41935a67b
810a22423cc8	administrative	United States / Missouri / Shelby	US	United States	Missouri	Shelby	38	-97	2020-03-25	1					1			1								100													61b7d7147aa2	f9df149597fc
62c4c682c440	administrative	United States / Missouri / Stoddard	US	United States	Missouri	Stoddard	38	-97	2020-03-26	1					1			1								100													aa05775e264d	4f29560badba
891d7a69c17f	administrative	United States / Missouri / Taney	US	United States	Missouri	Taney	38	-97	2020-03-23	1					1			1								100													201b46f3420c	9a99e4b1122c
f864f06b959d	province	United States / Montana	US	United States	Montana		38	-97	2020-03-13	1					4			4	0.3742592006946251			0.3742592006946251				100									380831	1068778			cc81362677ea	5406a69ca72e
db1e8944e22a	province	United States / Montana	US	United States	Montana		38	-97	2020-03-14	2					6			6	0.5613888010419377			0.5613888010419377				100	2			2	50			50	380831	1068778			cc81362677ea	5406a69ca72e
e834fc88891e	province	United States / Montana	US	United States	Montana		38	-97	2020-03-16	4					8			8	0.7485184013892502			0.7485184013892502				100	2			2	33.333333333333336			33.333333333333336	380831	1068778			cc81362677ea	5406a69ca72e
ab89909a9fb7	province	United States / Montana	US	United States	Montana		38	-97	2020-03-18	6	1				12			12	1.1227776020838753			1.1227776020838753				100	4			4	50			50	380831	1068778			cc81362677ea	5406a69ca72e
3a3fffc24d76	province	United States / Montana	US	United States	Montana		38	-97	2020-03-19	7	2				19			19	1.777731203299469			1.777731203299469				100	7			7	58.333333333333336			58.333333333333336	380831	1068778			cc81362677ea	5406a69ca72e
62f8ba5951b5	province	United States / Montana	US	United States	Montana		38	-97	2020-03-21	9	4				29			29	2.7133792050360315			2.7133792050360315				100	10			10	52.63157894736842			52.63157894736842	380831	1068778			cc81362677ea	5406a69ca72e
5bb2bdbbb57f	province	United States / Montana	US	United States	Montana		38	-97	2020-03-22	10	5				34			34	3.1812032059043127			3.1812032059043127				100	5			5	17.24137931034483			17.24137931034483	380831	1068778			cc81362677ea	5406a69ca72e
4a99ed328963	province	United States / Montana	US	United States	Montana		38	-97	2020-03-23	11	6				45			45	4.210416007814532			4.210416007814532				100	11			11	32.35294117647059			32.35294117647059	380831	1068778			cc81362677ea	5406a69ca72e
f4b83185f6bc	province	United States / Montana	US	United States	Montana		38	-97	2020-03-24	12	7				51			51	4.771804808856469			4.771804808856469				100	6			6	13.333333333333334			13.333333333333334	380831	1068778			cc81362677ea	5406a69ca72e
10724a0b0961	province	United States / Montana	US	United States	Montana		38	-97	2020-03-25	13	8				65			65	6.0817120112876575			6.0817120112876575				100	14			14	27.45098039215686			27.45098039215686	380831	1068778			cc81362677ea	5406a69ca72e
f26b44faa7e5	province	United States / Montana	US	United States	Montana		38	-97	2020-03-26	14	9				90			90	8.420832015629063			8.420832015629063				100	25			25	38.46153846153846			38.46153846153846	380831	1068778			cc81362677ea	5406a69ca72e
7a4c458aa64a	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-13	1					8			8	0.7485184013892502			0.7485184013892502				100									380831	1068778			885e5aaf877b	
c31fb0f3e661	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-14	2	1				12			12	1.1227776020838753			1.1227776020838753				100	4			4	50			50	380831	1068778			885e5aaf877b	
13e1b7adc07d	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-16	4	3				16			16	1.4970368027785004			1.4970368027785004				100	4			4	33.333333333333336			33.333333333333336	380831	1068778			885e5aaf877b	
22900a3d698e	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-18	6	5				24			24	2.2455552041677507			2.2455552041677507				100	8			8	50			50	380831	1068778			885e5aaf877b	
b0d041aedd09	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-19	7	6				38			38	3.555462406598938			3.555462406598938				100	14			14	58.333333333333336			58.333333333333336	380831	1068778			885e5aaf877b	
680b7b88975b	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-21	9	8				58			58	5.426758410072063			5.426758410072063				100	20			20	52.63157894736842			52.63157894736842	380831	1068778			885e5aaf877b	
d2ee4a65c472	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-22	10	9				68			68	6.362406411808625			6.362406411808625				100	10			10	17.24137931034483			17.24137931034483	380831	1068778			885e5aaf877b	
76d5db188cb5	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-23	11	10				90			90	8.420832015629063			8.420832015629063				100	22			22	32.35294117647059			32.35294117647059	380831	1068778			885e5aaf877b	
6eb3926acdeb	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-24	12	11	1			102			102	9.543609617712939			9.543609617712939				100	12			12	13.333333333333334			13.333333333333334	380831	1068778			885e5aaf877b	
3098818bfa41	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-25	13	12	2			130			130	12.163424022575315			12.163424022575315				100	28			28	27.45098039215686			27.45098039215686	380831	1068778			885e5aaf877b	
3f33e79aa655	total-province	United States / Montana	US	United States	Montana	(total)	38	-97	2020-03-26	14	13	3			180			180	16.841664031258126			16.841664031258126				100	50			50	38.46153846153846			38.46153846153846	380831	1068778			885e5aaf877b	
2671a1f85dc9	administrative	United States / Montana / Broadwater	US	United States	Montana	Broadwater	38	-97	2020-03-19	1					1			1								100													e3c2bded70db	aff11321afa8
bdf6e60e37dc	administrative	United States / Montana / Broadwater	US	United States	Montana	Broadwater	38	-97	2020-03-25	7					2			2								100	1			1	100			100					e3c2bded70db	aff11321afa8
4c581197aabf	administrative	United States / Montana / Cascade	US	United States	Montana	Cascade	38	-97	2020-03-21	1					3			3								100													54fc0661a397	42ef3948ecb2
74ec1356d415	administrative	United States / Montana / Cascade	US	United States	Montana	Cascade	38	-97	2020-03-26	6					5			5								100	2			2	66.66666666666667			66.66666666666667					54fc0661a397	42ef3948ecb2
afb5c98898c5	administrative	United States / Montana / Flathead	US	United States	Montana	Flathead	38	-97	2020-03-19	1					1			1								100													a00f344682c5	abb9ad479097
03288a772cfc	administrative	United States / Montana / Flathead	US	United States	Montana	Flathead	38	-97	2020-03-21	3					2			2								100	1			1	100			100					a00f344682c5	abb9ad479097
3849087773a1	administrative	United States / Montana / Flathead	US	United States	Montana	Flathead	38	-97	2020-03-23	5					4			4								100	2			2	100			100					a00f344682c5	abb9ad479097
456e28da6416	administrative	United States / Montana / Flathead	US	United States	Montana	Flathead	38	-97	2020-03-25	7					5			5								100	1			1	25			25					a00f344682c5	abb9ad479097
9e503ec4bbd0	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-13	1					1			1								100													182a5389cc37	24f0e0a67146
c0402311cd98	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-18	6					2			2								100	1			1	100			100					182a5389cc37	24f0e0a67146
b233706180ef	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-21	9					7			7								100	5			5	250			250					182a5389cc37	24f0e0a67146
131a412b929b	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-22	10	1				10			10								100	3			3	42.857142857142854			42.857142857142854					182a5389cc37	24f0e0a67146
e45034f649bf	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-23	11	2				16			16								100	6			6	60			60					182a5389cc37	24f0e0a67146
fc7ee0c2ae99	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-24	12	3				19			19								100	3			3	18.75			18.75					182a5389cc37	24f0e0a67146
9985f52dcae2	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-25	13	4				24			24								100	5			5	26.31578947368421			26.31578947368421					182a5389cc37	24f0e0a67146
dc42776f27b7	administrative	United States / Montana / Gallatin	US	United States	Montana	Gallatin	38	-97	2020-03-26	14	5				38			38								100	14			14	58.333333333333336			58.333333333333336					182a5389cc37	24f0e0a67146
490f0db0730d	administrative	United States / Montana / Hill	US	United States	Montana	Hill	38	-97	2020-03-25	1					1			1								100													ec25485abf75	8faa11937c01
9f7fd70d8ca9	administrative	United States / Montana / Jefferson	US	United States	Montana	Jefferson	38	-97	2020-03-24	1					1			1								100													8d82863bfb14	8673876b7ac2
8ea2e0454b0d	administrative	United States / Montana / Lewis and Clark	US	United States	Montana	Lewis and Clark	38	-97	2020-03-13	1					1			1								100													a9d73ae89c42	2f754efbd4ab
de6655c890da	administrative	United States / Montana / Lewis and Clark	US	United States	Montana	Lewis and Clark	38	-97	2020-03-19	7					3			3								100	2			2	200			200					a9d73ae89c42	2f754efbd4ab
93ea4d0435ba	administrative	United States / Montana / Lewis and Clark	US	United States	Montana	Lewis and Clark	38	-97	2020-03-26	14					5			5								100	2			2	66.66666666666667			66.66666666666667					a9d73ae89c42	2f754efbd4ab
850e38d10535	administrative	United States / Montana / Lincoln	US	United States	Montana	Lincoln	38	-97	2020-03-26	1					1			1								100													339b7eee2356	d8a2068ef993
e3de93099fe0	administrative	United States / Montana / Madison	US	United States	Montana	Madison	38	-97	2020-03-19	1					1			1								100													8e645bbf2159	7123ade89bcd
8913b4e876f6	administrative	United States / Montana / Madison	US	United States	Montana	Madison	38	-97	2020-03-25	7					2			2								100	1			1	100			100					8e645bbf2159	7123ade89bcd
584f30611e21	administrative	United States / Montana / Meagher	US	United States	Montana	Meagher	38	-97	2020-03-26	1					1			1								100													50591c7e0ff3	e26d872316a3
9877bce18a9a	administrative	United States / Montana / Missoula	US	United States	Montana	Missoula	38	-97	2020-03-14	1					2			2								100													bedcacc85413	6583efa9415d
a3ae7cefa092	administrative	United States / Montana / Missoula	US	United States	Montana	Missoula	38	-97	2020-03-18	5					3			3								100	1			1	50			50					bedcacc85413	6583efa9415d
ea6465cdc2ba	administrative	United States / Montana / Missoula	US	United States	Montana	Missoula	38	-97	2020-03-19	6					4			4								100	1			1	33.333333333333336			33.333333333333336					bedcacc85413	6583efa9415d
7f81ca0729ae	administrative	United States / Montana / Missoula	US	United States	Montana	Missoula	38	-97	2020-03-23	10					6			6								100	2			2	50			50					bedcacc85413	6583efa9415d
6e566e4d28bb	administrative	United States / Montana / Missoula	US	United States	Montana	Missoula	38	-97	2020-03-26	13					7			7								100	1			1	16.666666666666668			16.666666666666668					bedcacc85413	6583efa9415d
add1dc108672	administrative	United States / Montana / Ravalli	US	United States	Montana	Ravalli	38	-97	2020-03-21	1					1			1								100													ab674dd2c655	45c851da1be1
ae529f189658	administrative	United States / Montana / Roosevelt	US	United States	Montana	Roosevelt	38	-97	2020-03-19	1					1			1								100													5b3fafa9a382	2850d927ddd0
ce866630158a	administrative	United States / Montana / Silver Bow	US	United States	Montana	Silver Bow	38	-97	2020-03-13	1					1			1								100													f7a4f283644e	11e0b3d2e8e0
64f9b8d09fb1	administrative	United States / Montana / Silver Bow	US	United States	Montana	Silver Bow	38	-97	2020-03-22	10					2			2								100	1			1	100			100					f7a4f283644e	11e0b3d2e8e0
13f7b7119a75	administrative	United States / Montana / Silver Bow	US	United States	Montana	Silver Bow	38	-97	2020-03-24	12					3			3								100	1			1	50			50					f7a4f283644e	11e0b3d2e8e0
a9608e0c0178	administrative	United States / Montana / Silver Bow	US	United States	Montana	Silver Bow	38	-97	2020-03-25	13					4			4								100	1			1	33.333333333333336			33.333333333333336					f7a4f283644e	11e0b3d2e8e0
4be9fc60043a	administrative	United States / Montana / Silver Bow	US	United States	Montana	Silver Bow	38	-97	2020-03-26	14					5			5								100	1			1	25			25					f7a4f283644e	11e0b3d2e8e0
65bc826735b7	administrative	United States / Montana / Toole	US	United States	Montana	Toole	38	-97	2020-03-26	1					1			1								100													c63986023152	d5bd46853a5b
a13a72ba603d	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-13	1					1			1								100													1075eb1e2e9e	aafdbfb99ac2
b01e7399171c	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-16	4					3			3								100	2			2	200			200					1075eb1e2e9e	aafdbfb99ac2
2dbc1e7247cf	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-18	6					5			5								100	2			2	66.66666666666667			66.66666666666667					1075eb1e2e9e	aafdbfb99ac2
904ca2aba3a7	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-22	10					6			6								100	1			1	20			20					1075eb1e2e9e	aafdbfb99ac2
dd1e99b4dda9	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-23	11					7			7								100	1			1	16.666666666666668			16.666666666666668					1075eb1e2e9e	aafdbfb99ac2
22b458d0c2d0	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-24	12					8			8								100	1			1	14.285714285714286			14.285714285714286					1075eb1e2e9e	aafdbfb99ac2
e635937c0180	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-25	13	1				12			12								100	4			4	50			50					1075eb1e2e9e	aafdbfb99ac2
8570996fd9e4	administrative	United States / Montana / Yellowstone	US	United States	Montana	Yellowstone	38	-97	2020-03-26	14	2				14			14								100	2			2	16.666666666666668			16.666666666666668					1075eb1e2e9e	aafdbfb99ac2
af2a4f15a48e	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-02-17	1	1				10			10	0.5169540241769058			0.5169540241769058				100									200330	1934408			ba0f84957f10	d44dde49cae7
746cfdfcbb46	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-02-20	4	4				11			11	0.5686494265945964			0.5686494265945964				100	1			1	10			10	200330	1934408			ba0f84957f10	d44dde49cae7
1d34c25d5320	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-02-24	8	8				12			12	0.6203448290122869			0.6203448290122869				100	1			1	9.090909090909092			9.090909090909092	200330	1934408			ba0f84957f10	d44dde49cae7
fc7470beafdb	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-02-25	9	9				13			13	0.6720402314299776			0.6720402314299776				100	1			1	8.333333333333334			8.333333333333334	200330	1934408			ba0f84957f10	d44dde49cae7
afb9a07fa8a6	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-06	19	19				14			14	0.7237356338476681			0.7237356338476681				100	1			1	7.6923076923076925			7.6923076923076925	200330	1934408			ba0f84957f10	d44dde49cae7
2b758e721d68	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-08	21	21				16			16	0.8271264386830494			0.8271264386830494				100	2			2	14.285714285714286			14.285714285714286	200330	1934408			ba0f84957f10	d44dde49cae7
cd9cf088bf0d	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-10	23	23				17			17	0.8788218411007399			0.8788218411007399				100	1			1	6.25			6.25	200330	1934408			ba0f84957f10	d44dde49cae7
332c2f97c51c	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-11	24	24				23			23	1.1889942556068833			1.1889942556068833				100	6			6	35.294117647058826			35.294117647058826	200330	1934408			ba0f84957f10	d44dde49cae7
31da46036c8c	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-12	25	25				24			24	1.2406896580245739			1.2406896580245739				100	1			1	4.3478260869565215			4.3478260869565215	200330	1934408			ba0f84957f10	d44dde49cae7
8b62b490c6cd	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-13	26	26				27			27	1.3957758652776457			1.3957758652776457				100	3			3	12.5			12.5	200330	1934408			ba0f84957f10	d44dde49cae7
102771146392	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-14	27	27				29			29	1.4991666701130268			1.4991666701130268				100	2			2	7.407407407407407			7.407407407407407	200330	1934408			ba0f84957f10	d44dde49cae7
42511575b3bb	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-15	28	28				31			31	1.602557474948408			1.602557474948408				100	2			2	6.896551724137931			6.896551724137931	200330	1934408			ba0f84957f10	d44dde49cae7
54d500468f83	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-16	29	29				33			33	1.7059482797837893			1.7059482797837893				100	2			2	6.451612903225806			6.451612903225806	200330	1934408			ba0f84957f10	d44dde49cae7
967822fe22b7	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-17	30	30				36			36	1.8610344870368611			1.8610344870368611				100	3			3	9.090909090909092			9.090909090909092	200330	1934408			ba0f84957f10	d44dde49cae7
372c88d392bc	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-18	31	31				43			43	2.222902303960695			2.222902303960695				100	7			7	19.444444444444443			19.444444444444443	200330	1934408			ba0f84957f10	d44dde49cae7
2141dab68c2b	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-19	32	32				47			47	2.4296839136314574			2.4296839136314574				100	4			4	9.30232558139535			9.30232558139535	200330	1934408			ba0f84957f10	d44dde49cae7
c998b8ef1a29	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-20	33	33				53			53	2.739856328137601			2.739856328137601				100	6			6	12.76595744680851			12.76595744680851	200330	1934408			ba0f84957f10	d44dde49cae7
1e74fd3d9552	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-21	34	34				61			61	3.1534195474791256			3.1534195474791256				100	8			8	15.09433962264151			15.09433962264151	200330	1934408			ba0f84957f10	d44dde49cae7
0d9694cc72bf	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-22	35	35				62			62	3.205114949896816			3.205114949896816				100	1			1	1.639344262295082			1.639344262295082	200330	1934408			ba0f84957f10	d44dde49cae7
a58e03442c61	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-23	36	36				73			73	3.7737643764914126			3.7737643764914126				100	11			11	17.741935483870968			17.741935483870968	200330	1934408			ba0f84957f10	d44dde49cae7
c73e94e1364a	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-24	37	37				77			77	3.980545986162175			3.980545986162175				100	4			4	5.47945205479452			5.47945205479452	200330	1934408			ba0f84957f10	d44dde49cae7
81845da5f9d3	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-25	38	38				84			84	4.342413803086009			4.342413803086009				100	7			7	9.090909090909092			9.090909090909092	200330	1934408			ba0f84957f10	d44dde49cae7
c1e852517d03	province	United States / Nebraska	US	United States	Nebraska		38	-97	2020-03-26	39	39				92			92	4.755977022427533			4.755977022427533				100	8			8	9.523809523809524			9.523809523809524	200330	1934408			ba0f84957f10	d44dde49cae7
1a6d8e714d1c	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-02-17	1	1				20			20	1.0339080483538117			1.0339080483538117				100									200330	1934408			c4733ca759db	
6081ca4aea56	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-02-20	4	4				22			22	1.1372988531891928			1.1372988531891928				100	2			2	10			10	200330	1934408			c4733ca759db	
d49b44a282b2	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-02-24	8	8				24			24	1.2406896580245739			1.2406896580245739				100	2			2	9.090909090909092			9.090909090909092	200330	1934408			c4733ca759db	
898a1d615e06	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-02-25	9	9				26			26	1.3440804628599552			1.3440804628599552				100	2			2	8.333333333333334			8.333333333333334	200330	1934408			c4733ca759db	
cb7b07a62db8	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-06	19	19				28			28	1.4474712676953363			1.4474712676953363				100	2			2	7.6923076923076925			7.6923076923076925	200330	1934408			c4733ca759db	
1b7805b6860f	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-08	21	21				32			32	1.6542528773660987			1.6542528773660987				100	4			4	14.285714285714286			14.285714285714286	200330	1934408			c4733ca759db	
73bebe273d6a	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-10	23	23				34			34	1.7576436822014798			1.7576436822014798				100	2			2	6.25			6.25	200330	1934408			c4733ca759db	
73f853aae43c	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-11	24	24				46			46	2.3779885112137666			2.3779885112137666				100	12			12	35.294117647058826			35.294117647058826	200330	1934408			c4733ca759db	
c2b0a372b0f9	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-12	25	25				48			48	2.4813793160491477			2.4813793160491477				100	2			2	4.3478260869565215			4.3478260869565215	200330	1934408			c4733ca759db	
0b5d8188f6b7	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-13	26	26				54			54	2.7915517305552915			2.7915517305552915				100	6			6	12.5			12.5	200330	1934408			c4733ca759db	
77ff2d7763a9	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-14	27	27				58			58	2.9983333402260537			2.9983333402260537				100	4			4	7.407407407407407			7.407407407407407	200330	1934408			c4733ca759db	
64b6f49ae1d2	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-15	28	28				62			62	3.205114949896816			3.205114949896816				100	4			4	6.896551724137931			6.896551724137931	200330	1934408			c4733ca759db	
f83d9f72aa13	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-16	29	29				66			66	3.4118965595675785			3.4118965595675785				100	4			4	6.451612903225806			6.451612903225806	200330	1934408			c4733ca759db	
8a13de37bc03	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-17	30	30				72			72	3.7220689740737223			3.7220689740737223				100	6			6	9.090909090909092			9.090909090909092	200330	1934408			c4733ca759db	
478c196fd6c4	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-18	31	31				86			86	4.44580460792139			4.44580460792139				100	14			14	19.444444444444443			19.444444444444443	200330	1934408			c4733ca759db	
8117333c4fc0	total-province	United States / Nebraska	US	United States	Nebraska	(total)	38	-97	2020-03-19	32	32				94			94	4.859367827262915			4.859367827262915				100	8			8	9.30232558139535			9.30232558139535	200330	1934408			c4733ca759db	
